,Ranking,Total Amount,待完善,Excluded bcz citizenship/SOE/edc,Name (EN),Name (CN),Comment,Year born,Age,Sex,Ethnicity,Bio Link,Industry,Company Name,Company Name (CN),Publicly Listed? (Y/N),Company Position,Corporate HQ (Province),Corporate HQ (City),Company Link,Donor Entity Name,Donation Amount (mil ¥),Donation Month,Donation Date,Donation Origin (Province),Donation Origin (City),Donation Destination (Province),Donation Destination (City),Name of Recipient,Name of Recipient (CN),Donation for what program?,Type of Recipient,Donation Cause,Donation Vehicle,Form of Donation,Pledge? (Y/N),UID-Don't Delete,Donation Link,Donatlon Link 2,Donation Link 3,Other Donation Link(s),"Human Search (1,2,3,4)","Web Crawler (1,2,3,4)","Self-Report (1,2,3,4)","Foundation (1,2,3,4)",CFC Validated? (Y/N),Source Type,Receipt? (Y/N),Credibility,Researcher,Last Update,Web Crawler Platform,Search Term
Y,5,673,,,Yang Huiyan,杨惠妍,,1981,35,F,Han,Link,Real Estate,Country Garden,碧桂园控股有限公司,Y,Chairman,Guangdong,Foshan,,广东腾越建筑工程有限公司,5,1,25,Guangdong,Foshan,Guangdong,Guangzhou,Guangdong Foundation for Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨惠妍-广东腾越建筑工程有限公司-5-1-Guangdong Foundation for Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,5,673,,,Yang Huiyan,杨惠妍,,,,,,,,,,,,,,,广东腾越建筑工程有限公司,5,1,25,Guangdong,Foshan,Guangdong,Guangzhou,Guangdong Foundation for Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨惠妍-广东腾越建筑工程有限公司-5-1-Guangdong Foundation for Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,5,673,,,Yang Huiyan,杨惠妍,,,,,,,,,,,,,,,佛山市顺德区雅骏装饰设计工程有限公司,5,10,29,Guangdong,Foshan,Guangdong,Guangzhou,Guangdong Foundation For Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨惠妍-佛山市顺德区雅骏装饰设计工程有限公司-5-10-Guangdong Foundation For Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,5,673,,,Yang Huiyan,杨惠妍,,,,,,,,,,,,,,,佛山市顺德区雅骏装饰设计工程有限公司,5,10,29,Guangdong,Foshan,Guangdong,Guangzhou,Guangdong Foundation For Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨惠妍-佛山市顺德区雅骏装饰设计工程有限公司-5-10-Guangdong Foundation For Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,5,673,,,Yang Huiyan,杨惠妍,,,,,,,,,,,,,,,佛山市顺德区雅骏装饰设计工程有限公司,5,10,29,Guangdong,Foshan,Guangdong,Guangzhou,Guangdong Foundation For Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨惠妍-佛山市顺德区雅骏装饰设计工程有限公司-5-10-Guangdong Foundation For Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,5,673,,,Yang Huiyan,杨惠妍,,,,,,,,,,,,,,,佛山市顺德区雅骏装饰设计工程有限公司,5,10,29,Guangdong,Foshan,Guangdong,Guangzhou,Guangdong Foundation For Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨惠妍-佛山市顺德区雅骏装饰设计工程有限公司-5-10-Guangdong Foundation For Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,5,673,,,Yang Huiyan,杨惠妍,,,,,,,,,,,,,,,佛山市顺德区雅骏装饰设计工程有限公司,5,10,29,Guangdong,Foshan,Guangdong,Guangzhou,Guangdong Foundation For Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨惠妍-佛山市顺德区雅骏装饰设计工程有限公司-5-10-Guangdong Foundation For Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,5,673,,,Yang Huiyan,杨惠妍,,,,,,,,,,,,,,,佛山市顺德区雅骏装饰设计工程有限公司,5,10,29,Guangdong,Foshan,Guangdong,Guangzhou,Guangdong Foundation For Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨惠妍-佛山市顺德区雅骏装饰设计工程有限公司-5-10-Guangdong Foundation For Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,5,673,,,Yang Huiyan,杨惠妍,,,,,,,,,,,,,,,佛山市顺德区雅骏装饰设计工程有限公司,5,10,29,Guangdong,Foshan,Guangdong,Guangzhou,Guangdong Foundation For Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨惠妍-佛山市顺德区雅骏装饰设计工程有限公司-5-10-Guangdong Foundation For Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,5,673,,,Yang Huiyan,杨惠妍,,,,,,,,,,,,,,,佛山市顺德区雅骏装饰设计工程有限公司,5,10,29,Guangdong,Foshan,Guangdong,Guangzhou,Guangdong Foundation For Poverty Alleviation,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨惠妍-佛山市顺德区雅骏装饰设计工程有限公司-5-10-Guangdong Foundation For Poverty Alleviation-广东省扶贫基金会,Link,,,,,,,1st,,,,,Yingyu Li,1/12/2017,,
Y,5,673,,,Yang Huiyan,杨惠妍,,,,,,,,,,,,,,,Country Garden Group,3,9,16,Guangdong,Shunde,Shaanxi,Xi'an,Xi'an Jiaotong University Education Foundation,西安交通大学教育基金会,,University or University Foundation,Education,Corporation,Cash,N,杨惠妍-Country Garden Group-3-9-Xi'an Jiaotong University Education Foundation-西安交通大学教育基金会,Link,,,,,,,1st,,,,,Xueshan Zhang,2017/1/9,,
Y,6,500,,,Ren Yuanlin,任元林,,1953,63,M,,Link,Manufacturing,Yangzijiang Shipbuilding (Holdings) Ltd.,扬子江船业（控股）有限公司,Y,Chairman,Jiangsu,Jingjiang,Link,Yuan Lin Charity Fund,500,2,29,Jiangsu,Wuxi,Jiangsu,Wuxi,Yuanlin Hospital,,,Hospital,Public Health,Individual Foundation,Cash,N,任元林-Yuan Lin Charity Fund-500-2-Yuanlin Hospital-,Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,Huang YiQing,2016/12/2,,
Y,7,260.6,,,Shao Genhuo,邵根伙,,,,,,,,,,,,,,,Shao Genhuo,1300,8,29,Beijing,Beijing,Beijing,Beijing,Dabeinong employees,,,Individual(s),Social Welfare & Poverty Alleviation,Individual,Stocks,N,邵根伙-Shao Genhuo-1300-8-Dabeinong employees-,Link,,,,1st,,,,,Third party,,Need to check with the receiver,Huang YiQing,2016/12/2,,
Y,7,260.6,,,Shao Genhuo,邵根伙,,,,,,,,,,,,,,,"Beijing Dabeinong Technology Group Co., Ltd",200,10,16,Beijing,Beijing,Beijing,Beijing,China Agricultural University,,,University or University Foundation,Education,Corporation,Cash,N,"邵根伙-Beijing Dabeinong Technology Group Co., Ltd-200-10-China Agricultural University-",Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,Zijia Guo,2016/3/29,,
Y,7,260.6,,,Shao Genhuo,邵根伙,,,,,,,,,,,,,,,"Beijing Dabeinong Technology Group Co., Ltd",50,11,19,Beijing,Beijing,Zhejiang,Hangzhou,Zhejiang University Education Foundation,,,University or University Foundation,Education,Corporation,Cash,N,"邵根伙-Beijing Dabeinong Technology Group Co., Ltd-50-11-Zhejiang University Education Foundation-",Link1,Link2,,,1st,,,,,"One from receiver, one from third party",Y,,Zijia Guo,2016/3/29,,
Y,7,260.6,,,Shao Genhuo,邵根伙,,,,,,,,,,,,,,,"Beijing Dabeinong Technology Group Co., Ltd",10,12,19,Beijing,Beijing,Jiangsu,Nanjing,Nanjing Agricultural University,,,University or University Foundation,Education,Corporation,Cash,N,"邵根伙-Beijing Dabeinong Technology Group Co., Ltd-10-12-Nanjing Agricultural University-",Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,Zijia Guo,2016/3/29,,
Y,7,260.6,,,Shao Genhuo,邵根伙,,1965,51,M,Han,Link,Consumer,"Beijing Dabeinong Technology Group Co., Ltd.",北京大北农科技集团股份有限公司,Y,Chairman,Beijing,Beijing,Link,"Beijing Dabeinong Technology Group Co., Ltd",1,1,11,Beijing,Beijing,Guangdong,Guangzhou,South China Normal University,,,University or University Foundation,Education,Corporation,Cash,Y,"邵根伙-Beijing Dabeinong Technology Group Co., Ltd-1-1-South China Normal University-",Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,Zijia Guo,2016/3/29,,
Y,7,260.6,,,Shao Genhuo,邵根伙,,,,,,,,,,,,,,,"Beijing Dabeinong Technology Group Co., Ltd",0.3,1,10,Beijing,Beijing,Guangdong,Guangzhou,Sun Yat-Sen University,,,University or University Foundation,Education,Corporation,Cash,N,"邵根伙-Beijing Dabeinong Technology Group Co., Ltd-0.3-1-Sun Yat-Sen University-",Link,,,,1st,,,,,One from receiver,,Y,Zijia Guo,2016/3/29,,
Y,7,260.6,,,Shao Genhuo,邵根伙,,,,,,,,,,,,,,,"Beijing Dabeinong Technology Group Co., Ltd",0.3,9,21,Beijing,Beijing,Guizhou,Guiyang,Guizhou University,,,University or University Foundation,Education,Corporation,Cash,N,"邵根伙-Beijing Dabeinong Technology Group Co., Ltd-0.3-9-Guizhou University-",Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,Zijia Guo,2016/3/29,,
Y,7,260.6,,,Shao Genhuo,邵根伙,,,,,,,,,,,,,,,"Beijing Dabeinong Technology Group Co., Ltd",0.3,11,27,Beijing,Beijing,Shandong,Qingdao,Ocean University of China Education Foundation,,,University or University Foundation,Education,Corporation,Cash,Y,"邵根伙-Beijing Dabeinong Technology Group Co., Ltd-0.3-11-Ocean University of China Education Foundation-",Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,Zijia Guo,2016/3/29,,
Y,8,220,,,Wu Shaoxun,吴少勋,,,,,,,,,,,,,,,Wu Shaoxun,113,1,28,Hubei,Huangshi,Hubei,Wuhan,Hubei Charity Federation,,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Individual,Cash,N,吴少勋-Wu Shaoxun-113-1-Hubei Charity Federation-,Link1,Link2,Link3,"mt.sohu.com/20160131/n436448044.shtml
 news.163.com/16/0613/06/BPDV9P5L00014AED.html",1st,,,,,"One from receiver, one from third party",,"Y, on receiver's website","Zijia Guo, Xueshan checked HQ city on 9/28/2016",2016/2/23,,
Y,8,220,,,Wu Shaoxun,吴少勋,,,,,,,,,,,,,,,"Jing Brand Co., Ltd.",100,1,28,Hubei,Huangshi,Hubei,Wuhan,Hubei Charity Federation,,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,"吴少勋-Jing Brand Co., Ltd.-100-1-Hubei Charity Federation-",Link1,Link2,Link3,"mt.sohu.com/20160131/n436448044.shtml
 news.163.com/16/0613/06/BPDV9P5L00014AED.html",1st,,,,,"One from receiver, one from third party",,"Y, on receiver's website","Zijia Guo, Xueshan checked HQ city on 9/28/2016",2016/2/23,,
Y,8,220,,,Wu Shaoxun,吴少勋,,,,,,,,,,,,,,,"Jing Brand Co., Ltd.",6,7,8,Hubei,Huangshi,Hubei,Wuhan,Hubei Charity Federation,,,Government Charitable Organization,Disaster Relief,Corporation,Cash,N,"吴少勋-Jing Brand Co., Ltd.-6-7-Hubei Charity Federation-",Link1,Link2,Link3,,1st,,,,,"1 receiver, 2 third parties",,"Y, on receiver's website & credible third party sources",Huang YiQing,2016/11/17,,
Y,8,220,,,Wu Shaoxun,吴少勋,,1956,60,M,Han,Link,Consumer,"Jing Brand Co., Ltd.",劲牌有限公司,N,Chairman,Hubei,Huangshi,http://baike.baidu.com/view/1074481.htm,Wu Shaoxun,1,11,9,Hubei,Huangshi,Hubei,Huanggang,China Society for Promotion of the Guangcai Program,,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Individual,Cash,N,吴少勋-Wu Shaoxun-1-11-China Society for Promotion of the Guangcai Program-,Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,"Zijia Guo, Xueshan checked HQ city on 9/28/2016",2016/2/23,,
Y,9,200,,,Jiang Bin,姜滨,,1965,51,M,,Link,Manufacturing,Goertek Inc.,歌尔股份有限公司,,Chairman,Guangdong,Shenzhen,Link,歌尔集团,200,5,3,Guangdong,Shenzhen,Beijing,Beijing,Beihang University,,,University or University Foundation,Education,Corporation,Cash,N,姜滨-歌尔集团-200-5-Beihang University-,Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,Huang YiQing,2016/12/1,,
Y,10,180,,,Zhang Chaoyang,张朝阳,,1964,52,M,Han,Link,Software and Internet,"Sohu, Inc.",搜狐,,Chairman,Beijing,Beijing,Link,"Sogou, Inc.",180,4,22,Beijing,Beijing,Beijing,Beijing,Tsinghua University,,,University or University Foundation,Education,Corporation,Cash,N,"张朝阳-Sogou, Inc.-180-4-Tsinghua University-",Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,Huang YiQing,2016/12/2,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,Ma Yun,100,4,4,Zhejiang,Hangzhou,Zhejiang,Hangzhou,Hangzhou Normal University,,,University or University Foundation,Education,Individual,Cash,N,马云-Ma Yun-100-4-Hangzhou Normal University-,Link,,,,1st,,,,,One credible third party,,Y,Yiqing Huang,2016/12/5,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,Alibaba Group,31.8255,9,26,Zhejiang,Hangzhou,New York,New York City,UN Women,,,Intergovernmental Organization,Unspecified,Corporation,Cash,N,马云-Alibaba Group-31.8255-9-UN Women-,Link1,,,,1st,,,,,,,,David Li,2016/11/7,,
Y,11,144.2255,,,Jack Ma Yun,马云,,1964,52,M,Han,Link,Software and Internet,Alibaba Group,阿里巴巴集团,Y,CEO,Zhejiang,Hangzhou,Link,Jack Ma Foundation,1.666666667,1,17,Zhejiang,Hangzhou,Shaanxi,,One hundred rural teachers,,,Individual(s),Education,Individual Foundation,Cash,N,马云-Jack Ma Foundation-1.66666666666667-1-One hundred rural teachers-,Link1,Link2,,,1st,,,,,"One from donator, one from third party",,Hard to check with receiver because the donators are rural teachers,Yanhan Zhao,2016/2/23,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,Jack Ma Foundation,1.666666667,1,17,Zhejiang,Hangzhou,Gansu,,One hundred rural teachers,,,Individual(s),Education,Individual Foundation,Cash,N,马云-Jack Ma Foundation-1.66666666666667-1-One hundred rural teachers-,Link1,Link2,,,1st,,,,,"One from donator, one from third party",,Hard to check with receiver because the donators are rural teachers,Yanhan Zhao,2016/2/23,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,Jack Ma Foundation,1.666666667,1,17,Zhejiang,Hangzhou,Ningxia,,One hundred rural teachers,,,Individual(s),Education,Individual Foundation,Cash,N,马云-Jack Ma Foundation-1.66666666666667-1-One hundred rural teachers-,Link1,Link2,,,1st,,,,,"One from donator, one from third party",,Hard to check with receiver because the donators are rural teachers,Yanhan Zhao,2016/2/23,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,Jack Ma Foundation,1.666666667,1,17,Zhejiang,Hangzhou,Yunnan,,One hundred rural teachers,,,Individual(s),Education,Individual Foundation,Cash,N,马云-Jack Ma Foundation-1.66666666666667-1-One hundred rural teachers-,Link1,Link2,,,1st,,,,,"One from donator, one from third party",,Hard to check with receiver because the donators are rural teachers,Yanhan Zhao,2016/2/23,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,Jack Ma Foundation,1.666666667,1,17,Zhejiang,Hangzhou,Guizhou,,One hundred rural teachers,,,Individual(s),Education,Individual Foundation,Cash,N,马云-Jack Ma Foundation-1.66666666666667-1-One hundred rural teachers-,Link1,Link2,,,1st,,,,,"One from donator, one from third party",,Hard to check with receiver because the donators are rural teachers,Yanhan Zhao,2016/2/23,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,Jack Ma Foundation,1.666666667,1,17,Zhejiang,Hangzhou,Sichuan,,One hundred rural teachers,,,Individual(s),Education,Individual Foundation,Cash,N,马云-Jack Ma Foundation-1.66666666666667-1-One hundred rural teachers-,Link1,Link2,,,1st,,,,,"One from donator, one from third party",,Hard to check with receiver because the donators are rural teachers,Yanhan Zhao,2016/2/23,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,阿里巴巴公益基金会,0.3,10,30,Zhejiang,Hangzhou,Beijing,Beijing,China Foundation for Poverty Alleviation,,扶贫中国行倡导项目,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporate Foundation,Cash,N,马云-阿里巴巴公益基金会-0.3-10-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,阿里巴巴公益基金会,0.25,7,27,Zhejiang,Hangzhou,Hubei,,China Foundation for Poverty Alleviation,,南方水灾救援项目,Government Charitable Organization,Disaster Relief,Corporate Foundation,Cash,N,马云-阿里巴巴公益基金会-0.25-7-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,阿里巴巴公益基金会,0.25,7,27,Zhejiang,Hangzhou,Hunan,,China Foundation for Poverty Alleviation,,南方水灾救援项目,Government Charitable Organization,Disaster Relief,Corporate Foundation,Cash,N,马云-阿里巴巴公益基金会-0.25-7-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,阿里巴巴公益基金会,0.25,7,27,Zhejiang,Hangzhou,Anhui,,China Foundation for Poverty Alleviation,,南方水灾救援项目,Government Charitable Organization,Disaster Relief,Corporate Foundation,Cash,N,马云-阿里巴巴公益基金会-0.25-7-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,阿里巴巴公益基金会,0.25,7,27,Zhejiang,Hangzhou,Guizhou,,China Foundation for Poverty Alleviation,,南方水灾救援项目,Government Charitable Organization,Disaster Relief,Corporate Foundation,Cash,N,马云-阿里巴巴公益基金会-0.25-7-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,阿里巴巴公益基金会,0.25,7,27,Zhejiang,Hangzhou,Yunnan,,China Foundation for Poverty Alleviation,,南方水灾救援项目,Government Charitable Organization,Disaster Relief,Corporate Foundation,Cash,N,马云-阿里巴巴公益基金会-0.25-7-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,阿里巴巴公益基金会,0.25,7,27,Zhejiang,Hangzhou,Guangxi,,China Foundation for Poverty Alleviation,,南方水灾救援项目,Government Charitable Organization,Disaster Relief,Corporate Foundation,Cash,N,马云-阿里巴巴公益基金会-0.25-7-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,阿里巴巴公益基金会,0.25,7,27,Zhejiang,Hangzhou,Jiangxi,,China Foundation for Poverty Alleviation,,南方水灾救援项目,Government Charitable Organization,Disaster Relief,Corporate Foundation,Cash,N,马云-阿里巴巴公益基金会-0.25-7-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,阿里巴巴公益基金会,0.25,7,27,Zhejiang,Hangzhou,Chongqing,,China Foundation for Poverty Alleviation,,南方水灾救援项目,Government Charitable Organization,Disaster Relief,Corporate Foundation,Cash,N,马云-阿里巴巴公益基金会-0.25-7-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,11,144.2255,,,Jack Ma Yun,马云,,,,,,,,,,,,,,,阿里巴巴公益基金会,0.1,4,26,Zhejiang,Hangzhou,Beijing,Beijing,China Foundation for Poverty Alleviation,,未定项资,Government Charitable Organization,Unspecified,Corporate Foundation,Cash,N,马云-阿里巴巴公益基金会-0.1-4-China Foundation for Poverty Alleviation-,Link,,,,2nd,,,1st,,,,,Huang YiQing,,,
Y,12,125,,,Dang Yanbao,党彦宝,cannot find month in article,,,M,Han,Link,Energy,Baofeng Energy Group,宁夏宝丰能源集团有限公司,N,CEO,Ningxia,Yinchuan,Link,Ningxia Yanbao Charity Foundation,65,12,,Ningxia,Yinchuan,Ningxia,,University and high school students,,,Individual(s),Education,Corporate Foundation,Cash,N,党彦宝-Ningxia Yanbao Charity Foundation-65-12-University and high school students-,"news link, inaccurate value",foundation link with accurate value,,,1st,,,2nd,,One from donator,,Need to check with the receiver,Huang YiQing,2016/12/1,,
Y,12,125,,,Dang Yanbao,党彦宝,cannot find month in article,1973,43,M,Han,Link,Energy,Baofeng Energy Group,宁夏宝丰能源集团有限公司,N,CEO,Ningxia,Yinchuan,Link,Ningxia Yanbao Charity Foundation,60,10,,Ningxia,Yinchuan,Ningxia,,University and high school students,,,Individual(s),Education,Corporate Foundation,Cash,N,党彦宝-Ningxia Yanbao Charity Foundation-60-10-University and high school students-,"news link, inaccurate value",foundation link with accurate value,,,1st,,,2nd,,One from donator,,Need to check with the receiver,Huang YiQing,2016/12/1,,
Y,13,120,,,Wu Xiaolan,吴小兰,,,,F,Han,Link,Manufacturing,,中国机械进出口公司,,Ex-Vice General Manager,Guangdong,Shenzhen,,Wu Xiaolan Foundation,120,7,31,Guangdong,Shenzhen,Guangdong,Shenzhen,Shenzhen University,深圳大学,,University or University Foundation,Education,Individual Foundation,Cash,N,吴小兰-Wu Xiaolan Foundation-120-7-Shenzhen University-深圳大学,Link,,,,1st,,,,,One from receiver,,Y,Huang YiQing,2016/11/18,,
Y,14,110,,,Liu Ruyin,刘如银,,1963,53,M,,Link,Finance,CheerLand Investment Group,乐土投资集团,,Chairman,Beijing,Beijing,Link,乐土投资集团,110,12,7,Beijing,Beijing,Guangdong,Shenzhen,South University of Science and Technology of Chian,,,University or University Foundation,Education,Corporation,Cash,N,刘如银-乐土投资集团-110-12-South University of Science and Technology of Chian-,Link1,Link2,Link3,,1st,,,,,"One from receiver, others from third party",,Y,Huang YiQing,2016/12/2,,
Y,15,105.54,,,Tang Lixin,唐立新,,,,,,,,,,,,,,,Tang Lixin,60,12,30,Sichuan,Chengdu,Chongqing,Chongqing,Chongqing University Education Development Foundation,重庆大学教育发展基金会,,University or University Foundation,Education,Individual,Cash,N,唐立新-Tang Lixin-60-12-Chongqing University Education Development Foundation-重庆大学教育发展基金会,Link,,,,,,,1st,,,,,Xueshan Zhang,2017/1/9,,
Y,15,105.54,,,Tang Lixin,唐立新,,,,,,,,,,,,,,,Tang Lixin Foundation,30,5,8,Sichuan,Chengdu,Sichuan,Chengdu,Southwest Jiaotong University,,,University or University Foundation,Education,Individual Foundation,Cash,N,唐立新-Tang Lixin Foundation-30-5-Southwest Jiaotong University-,Link,,,,1st,,,,,One from recipient,,Y,Huang YiQing,2016/12/2,,
Y,15,105.54,,,Tang Lixin,唐立新,,1963,53,M,Han,Link,Real Estate,Shinesun Group,新尚集团,N,Chairman,Sichuan,Chengdu,Link,Tang Lixin,10,12,18,Sichuan,Chengdu,Sichuan,Chengdu,Xihua University,,,University or University Foundation,Education,Individual,Cash,N,唐立新-Tang Lixin-10-12-Xihua University-,Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,Yanhan Zhao,2016/2/22,,
Y,15,105.54,,,Tang Lixin,唐立新,,,,,,,,,,,,,,,成都新尚网络科技股份有限公司,2.77,3,16,Sichuan,Chengdu,Sichuan,Chengdu,Sichuan University Education Foundation,四川大学教育基金会,,University or University Foundation,Education,Corporation,Cash,N,唐立新-成都新尚网络科技股份有限公司-2.77-3-Sichuan University Education Foundation-四川大学教育基金会,News Link with larger amount,foundation link,,,1st,,,2nd,,One from donor with photos,,Y,Huang -Yingyu - Xueshan,2017/1/10,,
Y,15,105.54,,,Tang Lixin,唐立新,,,,,,,,,,,,,,,成都新尚网络科技股份有限公司,2.77,3,16,Sichuan,Chengdu,Sichuan,Chengdu,Sichuan University Education Foundation,四川大学教育基金会,,University or University Foundation,Education,Corporation,Cash,N,唐立新-成都新尚网络科技股份有限公司-2.77-3-Sichuan University Education Foundation-四川大学教育基金会,News Link with larger amount,foundation link,,,1st,,,2nd,,,,,Huang -Yingyu - Xueshan,2017/1/11,,
Y,16,100,,,Zhang Yang,张扬,,,,M,,Link,Finance,Tsinghua Holdings Industry Investment,华控基金,,Chairman,Beijing,Beijing,Link,Tsinghua Holdings Industry Investment,100,3,23,Beijing,Beijing,Beijing,Beijing,Tsinghua University,清华大学,,University or University Foundation,Education,Corporation,Cash,N,张扬-Tsinghua Holdings Industry Investment-100-3-Tsinghua University-清华大学,Link1,Link2,,,1st,,,,,"One from receiver, one from third party",,Y,Huang YiQing,2016/11/18,,
Y,16,100,,,Wang Chaoyong,汪潮涌,,1965,51,M,Han,Link,Finance,China Equity,信中利集团,,Chairman,Beijing,Beijing,Link,Wang Chaoyong,100,12,4,Beijing,Beijing,Beijing,Beijing,Tsinghua University,清华大学,,University or University Foundation,Education,Individual,Cash,N,汪潮涌-Wang Chaoyong-100-12-Tsinghua University-清华大学,Link1,,,,1st,,,,,One from receiver,,Y,Huang YiQing,2016/11/18,,
Y,16,100,,,Pan Baofeng,潘宝锋,,1983,33,M,Han,Link,Finance,Terran Group,泰然集团,,Chairman,Shanghai,Shanghai,Link,Terran Group,100,1,8,Shanghai,Shanghai,Zhejiang,Hangzhou,Zhejiang University,浙江大学,,University or University Foundation,Education,Corporation,Cash,N,潘宝锋-Terran Group-100-1-Zhejiang University-浙江大学,Link,,,,1st,,,,,One from receiver,,Y,Huang YiQing,2016/11/18,,
Y,16,100,,,Chen Fashu,陈发树,,1961,55,M,Han,Link,Consumer,New Huadu Supercenter Co Ltd,新华都实业集团股份有限公司,,Chairman,Fujian,Fuzhou,Link,Fashu Chen,100,5,2,Fujian,Fuzhou,Beijing,Beijing,Peking University,北京大学,,University or University Foundation,Education,Individual,Cash,N,陈发树-Fashu Chen-100-5-Peking University-北京大学,Link1,Link2,,,1st,,,,,"one from receiver, one from donor",,,Xueshan Zhang,12/22/2016,,
